,1,2,3,4,5,6,7,label,dir
118,-7.17023755081,-17.4867892593,-28.3512192947,-28.820326554,-58.3014125851,-37.997009133,-57.4973736594,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos032.png
119,-7.29325603284,-20.0822545934,-29.0167105554,-30.7085358481,-60.8471600942,-40.8489396409,-60.9999292901,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos101.png
120,-7.13241189613,-16.2417800642,-26.5662297681,-27.6015801764,-56.1630728015,-38.5653334598,-54.7122222112,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos011.png
121,-6.70504273289,-14.2304382347,-23.6981447675,-25.5757059995,-50.2138223623,-32.8860880152,-53.2331428148,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos110.png
122,-7.11264427624,-15.9987514077,-26.0003132396,-26.9625480563,-53.4941075781,-34.9820766628,-54.618839216,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos126.png
123,-7.14518351418,-23.0798759325,-28.2607696057,-30.8431272364,-60.6280531413,-45.1576890747,-60.888882489,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos140.png
124,-7.14015401735,-19.1210457355,-29.3098866,-30.0998387353,-61.4076434228,-40.652655031,-59.8253849025,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos025.png
125,-7.31176496669,-21.5245903808,-28.0274839511,-31.2514163194,-63.6108568279,-42.2317218831,-60.8930409597,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos139.png
126,-7.31606422322,-20.3024627963,-27.9012489704,-30.9923445267,-60.4391433146,-41.9479019415,-66.6440016273,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos117.png
127,-7.17731367841,-23.160329578,-27.9584682944,-28.4008706008,-56.7647400889,-40.2551306481,-57.1691086658,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos119.png
128,-7.29472808523,-18.3744635866,-26.545637257,-29.443446933,-57.4421321253,-38.6404670402,-59.8366413737,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos175.png
129,-7.15106215888,-17.0541611919,-25.8921408779,-27.8425787174,-54.7620064175,-38.1082910644,-55.8667762727,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos046.png
